Om0,sigma8,h,Ob0,ns,w0,wa
0.3706177322138605,1.0089935276667932,0.6586228009218112,0.04534331150788544,0.9674600279242936,-0.9262164820535449,0.022259935874786113
0.3435179743412463,0.8784382351891793,0.7166257309520312,0.03000780312079571,0.9411510383202643,-1.038006153710517,0.010608436487272374
0.3420320254583846,0.8760158432845576,0.7494596449218368,0.03808475520258832,0.9703860332363199,-0.9121961278105549,-0.010796766432767793
0.29653243695944936,0.6947715852253938,0.7286176095088106,0.045601454867920374,0.95147605354085,-1.03459827942071,0.039484283341347404
0.5208401985656504,1.0104163015428316,0.7249040111680309,0.04171225071075061,0.9499957721276704,-1.0441168629451374,0.026497451251170215
0.5376599900527845,0.7566762872518277,0.639257155973712,0.042897141124918485,0.9556942846793813,-0.9053183984620821,-0.04037136579934838
0.5426554479783321,1.0006323658971064,0.6964534012238677,0.03371181242799387,0.9610054968334131,-1.0301296975343792,-0.005427960230058516
0.3857975706177572,0.9940824173268816,0.6360476486505612,0.03698101956977062,0.9646068429897935,-1.0311935101055094,-0.04712766932361615
0.42706074762036533,0.8857937350501652,0.6983363764634091,0.03768889616483315,0.9442815475897303,-0.9761576854080273,0.0003831891188569511
0.4637279275754224,0.7196591085470442,0.6141457765400501,0.031032906752414782,0.9542846337616743,-0.931840996215993,-0.008608831976523415
0.33157206964621627,0.8259931869972195,0.6005529872664257,0.030800496198465033,0.9561046100160756,-0.9916237176314444,-0.0252369950216802
0.36421439044277076,0.815234322333672,0.625489853534064,0.04265615266598924,0.9687112674067371,-1.070205615455214,-0.049783957462360806
0.3120599412441229,0.8778440097854213,0.6818635476884775,0.035902033435511176,0.9420995766925515,-0.966023660647982,0.04408674188241793
0.5456010122893185,0.8645393256086786,0.7204218169691762,0.03845146174265026,0.9503589771105837,-1.074267968447492,-0.038251470872925984
0.3373181319259143,0.761575418256031,0.7848947869799269,0.035890021890336035,0.9530102586001596,-0.9251121608595514,-0.010283320562851805
0.2695593959016124,0.7852043660157372,0.7703107936697464,0.03226210190948131,0.9407149674120191,-0.982569110722215,0.0020897622570459767
0.36587384427976066,1.0128183111762816,0.640258506853551,0.036290766608248023,0.9395072269151025,-1.047158730160708,-0.020648219245530015
0.39576617176255197,0.763202576354834,0.6247601590608797,0.03983972042713563,0.9440187055862878,-0.9109897366554808,0.03493403722627357
0.5330790817776371,0.972831152265859,0.6336602683206098,0.03811684591961352,0.9573064755734005,-0.961811111468241,-0.04300242709675786
0.5239592264369419,0.9889685525634906,0.7504516944889468,0.04947414948931672,0.9607546878890543,-1.0120145230416742,-0.022068494175944205
0.5186140641426265,0.9663129275725548,0.7094178569068419,0.04075800864322582,0.9683541187459105,-0.9398110249756157,0.024951723742935347
0.43300717800247057,0.8612684310667743,0.6426449792312204,0.032777188929514825,0.950896611832661,-1.0974347620731082,0.016469659055340036
0.2823184962386482,0.8461884194189864,0.6212171427976337,0.04193594188802609,0.9482387845997625,-1.0025342338830479,-0.04828344714845511
