Om0,sigma8,h,Ob0,ns,w0,wa
0.24762006683638194,0.7936472549517759,0.5539939958078691,0.023122321497746318,0.9625726332153616,-0.8451127151820161,-0.08088973842227977
0.42555792049396846,0.5585542936018484,0.5206671987459067,0.05365227159130263,0.9382386885889098,-1.028911767567984,0.015438127645830857
0.28012667573104033,0.7174016395235472,0.8244133063190182,0.035773557695311556,0.9278290881305764,-1.199304291674609,-0.0646763323434199
0.5254403645308728,0.9458166852160613,0.8697754280475747,0.05652627217849515,0.9540232271594354,-1.1518456621688884,0.07097496373837384
0.1373505323046448,1.1962132123870286,0.6334601380446779,0.036080330092734814,0.9599217513689091,-1.0977768361957319,0.05840814272693634
0.5968145725424022,1.1213412724164367,0.5836691183263321,0.0511108009712868,0.9735306302339696,-0.9669803163679245,-0.05526429430806945
0.478649258828574,0.6612896572967708,0.70766571119405,0.031136734523912975,0.9897214768027153,-1.258401208861922,-0.003567880655930611
0.35435192920756065,1.0374643758564654,0.78174343217451,0.04221434129081653,0.9264781286534801,-0.7089538890423094,-0.021976330873190536
0.675072225216036,0.8826961145706738,0.6691561071407669,0.025764359984969516,0.9472621914254281,-0.9141221000583698,0.08288466637039701
0.2165005443566465,0.633411430185965,0.7596548923202682,0.04501641409718488,0.9807890586389878,-0.7678926649004699,0.0394257740234121
